,DATE,STATION,NAME,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,TARGET
3892,2016-10-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,77.0,41.0,310.0,300.0,25.1,30.0,77.0
3893,2016-10-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,77.0,38.0,200.0,190.0,23.0,25.9,79.0
3894,2016-10-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,79.0,45.0,20.0,360.0,19.9,25.9,70.0
3895,2016-11-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.21,0.0,0.0,0.0,70.0,40.0,180.0,180.0,25.9,32.0,62.0
3896,2016-11-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,62.0,37.0,340.0,330.0,17.0,19.9,69.0
3897,2016-11-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,69.0,36.0,170.0,170.0,15.0,16.1,72.0
3898,2016-11-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,72.0,35.0,160.0,150.0,21.0,27.1,69.0
3899,2016-11-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,69.0,38.0,190.0,180.0,15.0,17.0,67.0
3900,2016-11-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,67.0,41.0,100.0,110.0,14.1,18.1,64.0
3901,2016-11-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,64.0,35.0,210.0,210.0,15.0,18.1,65.0
3902,2016-11-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,65.0,32.0,210.0,210.0,16.1,19.9,74.0
3903,2016-11-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,74.0,34.0,210.0,200.0,14.1,18.1,69.0
3904,2016-11-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,69.0,42.0,20.0,10.0,19.9,29.1,61.0
3905,2016-11-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,61.0,26.0,130.0,140.0,19.9,25.1,71.0
3906,2016-11-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,71.0,28.0,210.0,200.0,17.0,19.9,66.0
3907,2016-11-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,66.0,34.0,350.0,360.0,21.0,27.1,72.0
3908,2016-11-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,72.0,35.0,210.0,210.0,17.0,19.0,77.0
3909,2016-11-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,77.0,38.0,190.0,200.0,21.9,27.1,80.0
3910,2016-11-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.99,0.0,0.0,0.0,80.0,39.0,270.0,260.0,25.9,32.0,39.0
3911,2016-11-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.22,1.7,0.0,39.0,22.0,20.0,20.0,31.1,38.0,32.0
3912,2016-11-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,2.0,32.0,14.0,140.0,160.0,14.1,16.1,45.0
3913,2016-11-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.71,0.0,0.0,0.0,45.0,16.0,210.0,230.0,15.0,17.0,69.0
3914,2016-11-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,69.0,37.0,190.0,190.0,21.9,32.0,65.0
3915,2016-11-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,65.0,41.0,200.0,200.0,21.0,25.9,42.0
3916,2016-11-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.3,0.0,0.0,42.0,29.0,10.0,360.0,28.0,35.1,50.0
3917,2016-11-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,50.0,23.0,170.0,280.0,14.1,18.1,49.0
3918,2016-11-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,0.0,49.0,23.0,270.0,270.0,33.1,40.9,63.0
3919,2016-11-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,63.0,22.0,210.0,200.0,21.0,23.9,60.0
3920,2016-11-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,60.0,31.0,210.0,210.0,18.1,21.0,52.0
3921,2016-11-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,52.0,31.0,270.0,270.0,30.0,42.9,45.0
3922,2016-11-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,45.0,23.0,260.0,300.0,25.1,31.1,38.0
3923,2016-11-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,0.0,38.0,19.0,350.0,360.0,29.1,35.1,40.0
3924,2016-11-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,40.0,10.0,200.0,210.0,15.0,18.1,41.0
3925,2016-12-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,41.0,15.0,160.0,160.0,15.0,17.0,33.0
3926,2016-12-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.01,0.0,0.0,33.0,15.0,200.0,120.0,16.1,19.9,42.0
3927,2016-12-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",4.92,0.0,0.0,0.0,42.0,13.0,250.0,240.0,10.1,12.1,55.0
3928,2016-12-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,55.0,11.0,290.0,280.0,21.0,25.1,54.0
3929,2016-12-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.54,0.0,0.0,0.0,54.0,17.0,260.0,260.0,36.9,46.1,30.0
3930,2016-12-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.02,0.1,0.0,30.0,4.0,170.0,150.0,23.9,29.1,17.0
3931,2016-12-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.03,1.2,0.0,17.0,-8.0,40.0,30.0,18.1,21.9,19.0
3932,2016-12-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",3.58,0.0,0.0,0.0,19.0,-10.0,10.0,10.0,14.1,18.1,54.0
3933,2016-12-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,54.0,3.0,200.0,260.0,16.1,19.0,55.0
3934,2016-12-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.0,0.0,0.0,55.0,15.0,240.0,240.0,17.0,19.0,39.0
3935,2016-12-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.09,0.4,0.0,39.0,22.0,140.0,130.0,18.1,21.0,44.0
3936,2016-12-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,44.0,19.0,140.0,70.0,17.0,21.0,48.0
3937,2016-12-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,48.0,18.0,130.0,340.0,19.9,23.0,29.0
3938,2016-12-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,29.0,11.0,60.0,60.0,19.9,23.0,57.0
3939,2016-12-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,57.0,12.0,220.0,220.0,21.0,25.1,50.0
3940,2016-12-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.45,4.2,0.0,50.0,4.0,80.0,80.0,30.0,34.0,3.0
3941,2016-12-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.18,3.8,7.9,3.0,-15.0,30.0,30.0,21.0,21.0,17.0
3942,2016-12-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.71,0.0,0.0,5.9,17.0,-10.0,200.0,200.0,17.0,18.1,43.0
3943,2016-12-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.63,0.0,0.0,5.9,43.0,4.0,240.0,280.0,21.0,23.0,53.0
3944,2016-12-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.3,0.0,0.0,5.1,53.0,30.0,280.0,270.0,29.1,36.9,53.0
3945,2016-12-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,2.0,53.0,26.0,250.0,240.0,33.1,42.1,37.0
3946,2016-12-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.37,0.0,0.0,2.0,37.0,24.0,330.0,320.0,12.1,14.1,49.0
3947,2016-12-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,49.0,24.0,180.0,180.0,25.9,32.0,57.0
3948,2016-12-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,57.0,24.0,170.0,170.0,21.0,23.9,46.0
3949,2016-12-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,46.0,20.0,160.0,180.0,36.0,42.9,44.0
3950,2016-12-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,44.0,16.0,240.0,280.0,18.1,25.1,53.0
3951,2016-12-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,53.0,13.0,290.0,290.0,25.9,34.0,48.0
3952,2016-12-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,48.0,18.0,310.0,310.0,21.9,28.0,47.0
3953,2016-12-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,47.0,17.0,140.0,230.0,18.1,19.9,65.0
3954,2016-12-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.97,0.0,0.0,0.0,65.0,35.0,290.0,280.0,32.0,40.9,41.0
3955,2016-12-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,41.0,13.0,60.0,60.0,19.9,23.9,47.0
3956,2017-01-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,47.0,16.0,160.0,170.0,15.0,17.0,52.0
3957,2017-01-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,0.0,52.0,15.0,40.0,40.0,29.1,33.1,32.0
3958,2017-01-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,32.0,10.0,110.0,110.0,15.0,17.0,12.0
3959,2017-01-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.1,1.5,0.0,12.0,4.0,350.0,350.0,21.0,23.0,5.0
3960,2017-01-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",4.92,0.24,2.6,3.9,5.0,-2.0,180.0,360.0,10.1,11.0,20.0
3961,2017-01-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,3.1,20.0,-7.0,170.0,220.0,16.1,18.1,26.0
3962,2017-01-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,3.1,26.0,2.0,160.0,200.0,16.1,17.0,48.0
3963,2017-01-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,2.0,48.0,12.0,150.0,340.0,21.0,25.1,62.0
3964,2017-01-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.0,0.0,1.2,62.0,31.0,250.0,270.0,36.0,53.0,52.0
3965,2017-01-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.54,0.0,0.0,0.0,52.0,32.0,280.0,270.0,36.9,47.0,56.0
3966,2017-01-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,0.0,56.0,21.0,240.0,240.0,23.9,29.1,40.0
3967,2017-01-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,40.0,18.0,70.0,70.0,23.9,29.1,39.0
3968,2017-01-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",3.8,0.0,0.0,0.0,39.0,18.0,210.0,210.0,10.1,12.1,42.0
3969,2017-01-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.82,0.0,0.0,0.0,42.0,22.0,130.0,220.0,10.1,13.0,35.0
3970,2017-01-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",5.82,0.0,0.0,0.0,35.0,22.0,270.0,270.0,12.1,12.1,35.0
3971,2017-01-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.2,2.2,0.0,35.0,27.0,340.0,330.0,23.0,27.1,46.0
3972,2017-01-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,2.0,46.0,17.0,170.0,170.0,15.0,16.1,52.0
3973,2017-01-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,1.2,52.0,21.0,220.0,220.0,15.0,19.0,54.0
3974,2017-01-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,54.0,22.0,90.0,220.0,13.0,15.0,45.0
3975,2017-01-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,45.0,26.0,150.0,180.0,14.1,16.1,42.0
3976,2017-01-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,42.0,19.0,180.0,60.0,12.1,13.0,47.0
3977,2017-01-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,47.0,26.0,130.0,280.0,16.1,19.9,54.0
3978,2017-01-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,54.0,23.0,220.0,230.0,21.0,25.9,32.0
3979,2017-01-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.51,0.0,0.0,0.0,32.0,17.0,30.0,30.0,21.0,25.1,30.0
3980,2017-01-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,30.0,10.0,50.0,10.0,13.0,17.0,31.0
3981,2017-01-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,31.0,8.0,350.0,340.0,19.9,25.1,40.0
3982,2017-01-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,40.0,11.0,20.0,20.0,21.0,25.1,50.0
3983,2017-01-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,50.0,17.0,210.0,220.0,15.0,18.1,61.0
3984,2017-01-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,61.0,28.0,350.0,350.0,25.1,32.0,63.0
3985,2017-01-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,63.0,33.0,270.0,280.0,30.0,35.1,61.0
3986,2017-01-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,61.0,31.0,100.0,110.0,19.9,25.1,31.0
3987,2017-02-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,31.0,20.0,50.0,50.0,17.0,21.0,26.0
3988,2017-02-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,26.0,17.0,360.0,10.0,17.0,21.0,38.0
3989,2017-02-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.4,0.0,0.0,0.0,38.0,16.0,310.0,300.0,19.9,23.0,60.0
3990,2017-02-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.2,0.0,0.0,0.0,60.0,29.0,300.0,300.0,35.1,40.9,58.0
3991,2017-02-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,58.0,29.0,210.0,210.0,19.9,27.1,61.0
3992,2017-02-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.76,0.0,0.0,0.0,61.0,37.0,280.0,280.0,32.0,42.1,62.0
3993,2017-02-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,62.0,32.0,300.0,300.0,25.9,31.1,58.0
3994,2017-02-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.69,0.0,0.0,0.0,58.0,38.0,290.0,270.0,32.0,51.0,68.0
3995,2017-02-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.0,0.0,0.0,68.0,31.0,190.0,300.0,23.0,31.1,80.0
3996,2017-02-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.2,0.0,0.0,0.0,80.0,40.0,240.0,240.0,35.1,59.1,56.0
3997,2017-02-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,56.0,33.0,40.0,40.0,29.1,34.0,49.0
3998,2017-02-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,49.0,29.0,150.0,150.0,21.9,25.9,48.0
3999,2017-02-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.5,0.0,0.0,0.0,48.0,28.0,360.0,30.0,17.0,23.0,49.0
4000,2017-02-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.05,0.0,0.0,0.0,49.0,24.0,20.0,30.0,21.0,27.1,67.0
4001,2017-02-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,67.0,27.0,210.0,30.0,17.0,27.1,75.0
4002,2017-02-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,75.0,39.0,210.0,220.0,19.9,23.9,66.0
4003,2017-02-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,66.0,25.0,100.0,100.0,25.9,31.1,67.0
4004,2017-02-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,67.0,29.0,180.0,180.0,29.1,36.9,64.0
4005,2017-02-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.53,0.0,0.0,0.0,64.0,35.0,160.0,340.0,30.0,36.9,63.0
4006,2017-02-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.0,0.0,0.0,63.0,24.0,300.0,310.0,21.9,27.1,73.0
4007,2017-02-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.76,0.0,0.0,0.0,73.0,39.0,260.0,240.0,29.1,35.1,57.0
4008,2017-02-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.0,0.0,0.0,57.0,30.0,70.0,80.0,25.9,33.1,33.0
4009,2017-02-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.86,0.16,1.3,0.0,33.0,18.0,10.0,10.0,29.1,34.0,26.0
4010,2017-02-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.71,0.05,0.3,0.0,26.0,17.0,30.0,40.0,13.0,14.1,38.0
4011,2017-02-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,38.0,15.0,310.0,300.0,32.0,40.0,42.0
4012,2017-02-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.83,0.0,0.0,0.0,42.0,11.0,140.0,140.0,17.0,19.9,58.0
4013,2017-02-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.09,0.0,0.0,0.0,58.0,14.0,30.0,250.0,29.1,35.1,35.0
4014,2017-02-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.29,0.02,0.0,0.0,35.0,20.0,250.0,250.0,19.9,27.1,48.0
4015,2017-03-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.97,0.0,0.0,0.0,48.0,14.0,290.0,280.0,25.9,34.0,53.0
4016,2017-03-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.49,0.0,0.0,0.0,53.0,19.0,200.0,330.0,17.0,21.9,64.0
4017,2017-03-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,64.0,25.0,300.0,270.0,21.0,25.9,71.0
4018,2017-03-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.07,0.0,0.0,0.0,71.0,32.0,210.0,200.0,23.9,32.0,69.0
4019,2017-03-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.0,0.0,0.0,69.0,42.0,210.0,210.0,32.0,40.0,53.0
4020,2017-03-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",24.16,0.0,0.0,0.0,53.0,24.0,280.0,280.0,45.0,57.0,53.0
4021,2017-03-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",18.34,0.0,0.0,0.0,53.0,18.0,290.0,290.0,46.1,59.9,67.0
4022,2017-03-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,67.0,21.0,290.0,270.0,25.1,33.1,72.0
4023,2017-03-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.0,0.0,0.0,72.0,33.0,320.0,330.0,29.1,35.1,65.0
4024,2017-03-10,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.93,0.0,0.0,0.0,65.0,26.0,100.0,90.0,14.1,16.1,48.0
4025,2017-03-11,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.02,0.0,0.0,48.0,32.0,160.0,170.0,16.1,19.0,61.0
4026,2017-03-12,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.87,0.0,0.0,0.0,61.0,31.0,280.0,270.0,35.1,44.1,57.0
4027,2017-03-13,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,57.0,19.0,80.0,50.0,16.1,19.0,69.0
4028,2017-03-14,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.61,0.0,0.0,0.0,69.0,37.0,70.0,60.0,21.0,27.1,77.0
4029,2017-03-15,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.87,0.0,0.0,0.0,77.0,38.0,270.0,270.0,28.0,34.0,76.0
4030,2017-03-16,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.42,0.0,0.0,0.0,76.0,48.0,300.0,290.0,30.0,36.0,71.0
4031,2017-03-17,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",13.2,0.0,0.0,0.0,71.0,37.0,100.0,70.0,21.9,29.1,81.0
4032,2017-03-18,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.38,0.0,0.0,0.0,81.0,35.0,90.0,80.0,18.1,25.9,80.0
4033,2017-03-19,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,80.0,48.0,310.0,310.0,21.9,29.1,77.0
4034,2017-03-20,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,77.0,45.0,100.0,40.0,25.9,34.0,70.0
4035,2017-03-21,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.18,0.0,0.0,0.0,70.0,34.0,170.0,170.0,23.9,32.0,71.0
4036,2017-03-22,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.62,0.0,0.0,0.0,71.0,37.0,170.0,170.0,21.0,25.1,77.0
4037,2017-03-23,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.24,0.08,0.0,0.0,77.0,37.0,10.0,10.0,42.9,55.0,53.0
4038,2017-03-24,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.24,0.45,0.0,0.0,53.0,31.0,340.0,350.0,36.9,44.1,62.0
4039,2017-03-25,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,62.0,28.0,130.0,140.0,19.9,25.9,54.0
4040,2017-03-26,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.17,0.0,0.0,0.0,54.0,35.0,20.0,20.0,21.9,28.0,64.0
4041,2017-03-27,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.95,0.0,0.0,0.0,64.0,30.0,180.0,190.0,23.9,30.0,46.0
4042,2017-03-28,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",15.43,0.19,0.0,0.0,46.0,35.0,350.0,350.0,31.1,38.9,57.0
4043,2017-03-29,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",12.75,0.04,0.0,0.0,57.0,34.0,350.0,360.0,23.9,30.0,67.0
4044,2017-03-30,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.72,0.0,0.0,0.0,67.0,31.0,200.0,200.0,21.0,23.9,51.0
4045,2017-03-31,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",14.32,0.12,0.0,0.0,51.0,32.0,110.0,120.0,21.9,25.9,41.0
4046,2017-04-01,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",6.26,0.03,0.0,0.0,41.0,30.0,70.0,80.0,14.1,16.1,63.0
4047,2017-04-02,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",7.16,0.0,0.0,0.0,63.0,31.0,10.0,10.0,21.0,27.1,58.0
4048,2017-04-03,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.63,0.08,0.0,0.0,58.0,34.0,50.0,50.0,32.0,38.9,42.0
4049,2017-04-04,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",9.84,0.2,0.1,0.0,42.0,31.0,10.0,10.0,21.0,25.1,56.0
4050,2017-04-05,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",8.28,0.0,0.0,0.0,56.0,28.0,170.0,220.0,15.0,18.1,66.0
4051,2017-04-06,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",11.41,0.0,0.0,0.0,66.0,30.0,190.0,190.0,23.9,30.0,76.0
4052,2017-04-07,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.74,0.0,0.0,0.0,76.0,47.0,210.0,210.0,21.0,25.9,77.0
4053,2017-04-08,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",10.96,0.0,0.0,0.0,77.0,45.0,250.0,250.0,33.1,45.0,59.0
4054,2017-04-09,USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",19.46,0.0,0.0,0.0,59.0,35.0,300.0,300.0,44.1,55.9,58.0
